id,question,answer,recommendation,generator,plausible,answered
realmedqa_517,What are the factors included in the calculation of a risk of malignancy index I (RMI I) score?,Calculate a risk of malignancy index I (RMI I) score (after performing an ultrasound; see,Calculate a risk of malignancy index I (RMI I) score (after performing an ultrasound; see,Human,Completely,Not at all
realmedqa_518,What is the management strategy for community-acquired pneumonia?,"Use clinical judgement in conjunction with the CURB65 score to guide the management of community‑acquired pneumonia, as follows: consider home‑based care for patients with a CURB65 score of 0 or 1 consider hospital‑based care for patients with a CURB65 score of 2 or more consider intensive care assessment for patients with a CURB65 score of 3 or more.","Use clinical judgement in conjunction with the CURB65 score to guide the management of community‑acquired pneumonia, as follows: consider home‑based care for patients with a CURB65 score of 0 or 1 consider hospital‑based care for patients with a CURB65 score of 2 or more consider intensive care assessment for patients with a CURB65 score of 3 or more.",Human,Completely,Partially
realmedqa_519,Should women be cautioned about the use of metformin?,"Women prescribed metformin should be informed of the side effects associated with its use (such as nausea, vomiting and other gastrointestinal disturbances). [2004] Women with WHO Group 3 ovulation disorders who are known to be resistant to clomifene citrate","Women prescribed metformin should be informed of the side effects associated with its use (such as nausea, vomiting and other gastrointestinal disturbances). [2004] Women with WHO Group 3 ovulation disorders who are known to be resistant to clomifene citrate",Human,Partially,Partially
realmedqa_520,What is the recommended dosage of desmopressin for men with nocturnal polyuria?,"Consider offering oral desmopressin to men with nocturnal polyuria if other medical causes have been excluded and they have not benefited from other treatments. Measure serum sodium 3 days after the first dose. If serum sodium is reduced to below the normal range, stop desmopressin treatment. Medical conditions that can cause nocturnal polyuria symptoms include diabetes mellitus, diabetes insipidus, adrenal insufficiency, hypercalcaemia, liver failure, polyuric renal failure, chronic heart failure, obstructive apnoea, dependent oedema, pyelonephritis, chronic venous stasis, sickle cell anaemia. Medications that can cause nocturnal polyuria symptoms include calcium channel blockers, diuretics, and selective serotonin reuptake inhibitors (SSRIs). [2010]In June 2015, desmopressin did not have a UK marketing authorisation for this indication. See NICE's information on prescribing medicines.","Consider offering oral desmopressin to men with nocturnal polyuria if other medical causes have been excluded and they have not benefited from other treatments. Measure serum sodium 3 days after the first dose. If serum sodium is reduced to below the normal range, stop desmopressin treatment. Medical conditions that can cause nocturnal polyuria symptoms include diabetes mellitus, diabetes insipidus, adrenal insufficiency, hypercalcaemia, liver failure, polyuric renal failure, chronic heart failure, obstructive apnoea, dependent oedema, pyelonephritis, chronic venous stasis, sickle cell anaemia. Medications that can cause nocturnal polyuria symptoms include calcium channel blockers, diuretics, and selective serotonin reuptake inhibitors (SSRIs). [2010]In June 2015, desmopressin did not have a UK marketing authorisation for this indication. See NICE's information on prescribing medicines.",Human,Completely,Not at all
realmedqa_521,What actions can be taken to prevent the development of CVD in people who have inherited disorders of lipid metabolism?,"Do not use a risk assessment tool for people who are at high risk of developing CVD because of familial hypercholesterolaemia (see NICE's guideline on familial hypercholesterolaemia) or other inherited disorders of lipid metabolism. [2008, amended 2014]","Do not use a risk assessment tool for people who are at high risk of developing CVD because of familial hypercholesterolaemia (see NICE's guideline on familial hypercholesterolaemia) or other inherited disorders of lipid metabolism. [2008, amended 2014]",Human,Completely,Partially
realmedqa_522,Is there any alternative to clomipramine for adults with OCD?,"Following multidisciplinary review, for adults with OCD if there has been no response to a full trial of at least 1 SSRI alone, a full trial of combined treatment with CBT (including ERP) and an SSRI, and a full trial of clomipramine alone, the following treatment options should also be considered (note, there is no evidence of the optimal sequence of the options listed below): additional CBT (including ERP) or cognitive therapy adding an antipsychotic to an SSRI or clomipramine combining clomipramine and citalopram. Note that this is an off-label use of citalopram. See NICE's information on prescribing medicines.","Following multidisciplinary review, for adults with OCD if there has been no response to a full trial of at least 1 SSRI alone, a full trial of combined treatment with CBT (including ERP) and an SSRI, and a full trial of clomipramine alone, the following treatment options should also be considered (note, there is no evidence of the optimal sequence of the options listed below): additional CBT (including ERP) or cognitive therapy adding an antipsychotic to an SSRI or clomipramine combining clomipramine and citalopram. Note that this is an off-label use of citalopram. See NICE's information on prescribing medicines.",Human,Completely,Partially
realmedqa_523,Are multiple tumour markers used in combination to diagnose cancer?,Second diagnostic phase – special investigations Tumour markers,Second diagnostic phase – special investigations Tumour markers,Human,Partially,Not at all
realmedqa_524,What are the side effects of anti-emetic medications for migraine?,Consider an anti‑emetic in addition to other acute treatment for migraine even in the absence of nausea and vomiting. [2012],Consider an anti‑emetic in addition to other acute treatment for migraine even in the absence of nausea and vomiting. [2012],Human,Completely,Not at all
realmedqa_525,What is the role of the healthcare provider in facilitating the process of intensive case management in bipolar disorder patients?,Consider intensive case management for people with bipolar disorder who are likely to disengage from treatment or services. Return to primary care,Consider intensive case management for people with bipolar disorder who are likely to disengage from treatment or services. Return to primary care,Human,Completely,Partially
realmedqa_526,What anatomy of the skeleton should be studied when assessing for metastases?,Assess the presence and extent of metastases in the bones of the axial skeleton using bone windows on a CT scan or MRI or bone scintigraphy. [2009],Assess the presence and extent of metastases in the bones of the axial skeleton using bone windows on a CT scan or MRI or bone scintigraphy. [2009],Human,Completely,Partially
realmedqa_527,Are there any risks associated with intrauterine insemination?,Intrauterine insemination,Intrauterine insemination,Human,Completely,Not at all
realmedqa_528,What should I do if a person with a moderate to severe learning disability or cognitive impairment has a common mental health disorder?,"When a person presents with a common mental health disorder and has a moderate to severe learning disability or a moderate to severe cognitive impairment, consult a specialist concerning appropriate referral and treatment options.","When a person presents with a common mental health disorder and has a moderate to severe learning disability or a moderate to severe cognitive impairment, consult a specialist concerning appropriate referral and treatment options.",Human,Partially,Completely
realmedqa_529,Can radiation therapy be used instead of surgery for patients with spinal metastases and structural spinal failure?,Urgently consider patients with spinal metastases and imaging evidence of structural spinal failure with spinal instability for surgery to stabilise the spine and prevent MSCC.,Urgently consider patients with spinal metastases and imaging evidence of structural spinal failure with spinal instability for surgery to stabilise the spine and prevent MSCC.,Human,Completely,Not at all
realmedqa_530,How many doses of a short-acting nitrate can be taken in a 24-hour period to treat angina?,"When a short-acting nitrate is being used to treat episodes of angina, advise people: to repeat the dose after 5 minutes if the pain has not gone to call an emergency ambulance if the pain has not gone 5 minutes after taking a second dose. Drugs for secondary prevention of cardiovascular disease","When a short-acting nitrate is being used to treat episodes of angina, advise people: to repeat the dose after 5 minutes if the pain has not gone to call an emergency ambulance if the pain has not gone 5 minutes after taking a second dose. Drugs for secondary prevention of cardiovascular disease",Human,Completely,Not at all
realmedqa_531,"How can clinicians ensure that the setting for referral meets the standards within the National Service Framework for children, young people and maternity services?","Healthcare professionals should offer all children and young people diagnosed with, or being investigated for, a diagnosis of FH a referral to a specialist with expertise in FH in children and young people. This should be in an appropriate child/young person-focused setting that meets the standards within the National service framework for children, young people and maternity services. [2008]","Healthcare professionals should offer all children and young people diagnosed with, or being investigated for, a diagnosis of FH a referral to a specialist with expertise in FH in children and young people. This should be in an appropriate child/young person-focused setting that meets the standards within the National service framework for children, young people and maternity services. [2008]",Human,Partially,Partially
realmedqa_532,How reliable are the results of a risk assessment tool for people with pre-existing CVD?,"Do not use a risk assessment tool for people with pre‑existing CVD. [2008, amended 2014]","Do not use a risk assessment tool for people with pre‑existing CVD. [2008, amended 2014]",Human,Completely,Completely
realmedqa_533,What strategies can be put in place to minimize the risks associated with transferring frail or unfit patients for specialist treatment of MSCC?,Patients who are too frail or unfit for specialist treatment for MSCC should not be transferred unnecessarily. Age,Patients who are too frail or unfit for specialist treatment for MSCC should not be transferred unnecessarily. Age,Human,Completely,Partially
realmedqa_534,What is the recommended action to be taken when a person with schizophrenia plans to move to a different NHS trust's catchment area?,"When a person with psychosis or schizophrenia is planning to move to the catchment area of a different NHS trust, a meeting should be arranged between the services involved and the service user to agree a transition plan before transfer. The person's current care plan should be sent to the new secondary care and primary care providers. [2009]","When a person with psychosis or schizophrenia is planning to move to the catchment area of a different NHS trust, a meeting should be arranged between the services involved and the service user to agree a transition plan before transfer. The person's current care plan should be sent to the new secondary care and primary care providers. [2009]",Human,Completely,Completely
realmedqa_535,How do clinicians determine the appropriateness of home-based care for patients with community-acquired pneumonia?,"Use clinical judgement in conjunction with the CURB65 score to guide the management of community‑acquired pneumonia, as follows: consider home‑based care for patients with a CURB65 score of 0 or 1 consider hospital‑based care for patients with a CURB65 score of 2 or more consider intensive care assessment for patients with a CURB65 score of 3 or more.","Use clinical judgement in conjunction with the CURB65 score to guide the management of community‑acquired pneumonia, as follows: consider home‑based care for patients with a CURB65 score of 0 or 1 consider hospital‑based care for patients with a CURB65 score of 2 or more consider intensive care assessment for patients with a CURB65 score of 3 or more.",Human,Partially,Partially
realmedqa_536,How can healthcare providers collaborate with other stakeholders to address anxiety disorders and depression in pregnant and postnatal women?,"Recognise that the range and prevalence of anxiety disorders (including generalised anxiety disorder, obsessive‑compulsive disorder, panic disorder, phobias, post‑traumatic stress disorder and social anxiety disorder) and depression are under‑recognised throughout pregnancy and the postnatal period. [2014]","Recognise that the range and prevalence of anxiety disorders (including generalised anxiety disorder, obsessive‑compulsive disorder, panic disorder, phobias, post‑traumatic stress disorder and social anxiety disorder) and depression are under‑recognised throughout pregnancy and the postnatal period. [2014]",Human,Partially,Not at all
realmedqa_537,What are the implications of delaying transfer for suspected ACS cases?,"When an ACS is suspected, start management immediately in the order appropriate to the circumstances (see the section on immediate management of a suspected acute coronary syndrome) and take a resting 12‑lead ECG (see the section on resting 12-lead ECG). Take the ECG as soon as possible, but do not delay transfer to hospital. [2010]","When an ACS is suspected, start management immediately in the order appropriate to the circumstances (see the section on immediate management of a suspected acute coronary syndrome) and take a resting 12‑lead ECG (see the section on resting 12-lead ECG). Take the ECG as soon as possible, but do not delay transfer to hospital. [2010]",Human,Partially,Not at all
realmedqa_538,What is the recommended approach to making decisions about the care of an overweight child?,Make decisions about the care of a child who is overweight or has obesity (including assessment and agreeing goals and actions) together with the child and family. Tailor interventions to the needs and preferences of the child and the family. [2006],Make decisions about the care of a child who is overweight or has obesity (including assessment and agreeing goals and actions) together with the child and family. Tailor interventions to the needs and preferences of the child and the family. [2006],Human,Partially,Partially
realmedqa_539,How can family members and caregivers support someone with visual neglect?,"Provide education and support for people with stroke and their families and carers to help them understand the extent and impact of cognitive deficits after stroke, recognising that these may vary over time and in different settings. Visual neglect","Provide education and support for people with stroke and their families and carers to help them understand the extent and impact of cognitive deficits after stroke, recognising that these may vary over time and in different settings. Visual neglect",Human,Not at all,Partially
realmedqa_540,What healthcare professionals are involved in the implementation of care programme approach (CPA) or care and treatment plan for young people?,"For young people aged 16 or older whose needs are complex or severe, use the care programme approach (CPA) in England, or care and treatment plans in Wales, as an aid to transfer between services.","For young people aged 16 or older whose needs are complex or severe, use the care programme approach (CPA) in England, or care and treatment plans in Wales, as an aid to transfer between services.",Human,Partially,Not at all
realmedqa_541,What is the success rate of bypass surgery for treating intermittent claudication?,Use bare metal stents when stenting is used for treating people with intermittent claudication. [2012] Bypass surgery and graft types,Use bare metal stents when stenting is used for treating people with intermittent claudication. [2012] Bypass surgery and graft types,Human,Completely,Not at all
realmedqa_542,"What is bladder retraining, and how is it used to treat neurogenic lower urinary tract dysfunction?","Consider a behavioural management programme (for example, timed voiding, bladder retraining or habit retraining) for people with neurogenic lower urinary tract dysfunction: only after assessment by a healthcare professional trained in the assessment of people with neurogenic lower urinary tract dysfunction and in conjunction with education about lower urinary tract function for the person and/or their family members and carers.","Consider a behavioural management programme (for example, timed voiding, bladder retraining or habit retraining) for people with neurogenic lower urinary tract dysfunction: only after assessment by a healthcare professional trained in the assessment of people with neurogenic lower urinary tract dysfunction and in conjunction with education about lower urinary tract function for the person and/or their family members and carers.",Human,Partially,Not at all
realmedqa_543,What diet modifications are recommended to reduce cholesterol levels in people taking statins?,Provide annual medication reviews for people taking statins. Use these reviews to discuss medicines adherence and lifestyle modification and address CVD risk factors. Consider an annual non‑fasting blood test for non‑HDL cholesterol to inform the discussion. [2014],Provide annual medication reviews for people taking statins. Use these reviews to discuss medicines adherence and lifestyle modification and address CVD risk factors. Consider an annual non‑fasting blood test for non‑HDL cholesterol to inform the discussion. [2014],Human,Completely,Partially
realmedqa_544,What is the role of liver biopsy in identifying liver disease?,Offer liver biopsy to adults with a transient elastography score less than 6 kPa if they are younger than 30 years and have HBV DNA greater than 2000 IU/ml and abnormal ALT (greater than or equal to 30 IU/L for males and greater than or equal to 19 IU/L for females) on 2 consecutive tests conducted 3 months apart (adults with a transient elastography score less than 6 kPa are unlikely to have significant fibrosis). Offer antiviral treatment in line with,Offer liver biopsy to adults with a transient elastography score less than 6 kPa if they are younger than 30 years and have HBV DNA greater than 2000 IU/ml and abnormal ALT (greater than or equal to 30 IU/L for males and greater than or equal to 19 IU/L for females) on 2 consecutive tests conducted 3 months apart (adults with a transient elastography score less than 6 kPa are unlikely to have significant fibrosis). Offer antiviral treatment in line with,Human,Partially,Partially
realmedqa_545,What strategies can be used to plan routes for travel for faecal incontinence patients?,"During assessment and initial management healthcare professionals should offer people with faecal incontinence advice on coping strategies including: the use of continence products and information about product choice, supply sources and use where to get emotional and psychological support, including counselling or psychological therapy, where appropriate, to foster acceptance and positive attitudes how to talk to friends and family about incontinence and its management strategies such as planning routes for travel to facilitate access to public conveniences, carrying a toilet access card or RADAR key to allow access to 'disabled' toilets in the National Key Scheme.","During assessment and initial management healthcare professionals should offer people with faecal incontinence advice on coping strategies including: the use of continence products and information about product choice, supply sources and use where to get emotional and psychological support, including counselling or psychological therapy, where appropriate, to foster acceptance and positive attitudes how to talk to friends and family about incontinence and its management strategies such as planning routes for travel to facilitate access to public conveniences, carrying a toilet access card or RADAR key to allow access to 'disabled' toilets in the National Key Scheme.",Human,Partially,Partially
realmedqa_546,What are the steps involved in getting a long-acting reversible contraception method?,"Women requiring contraception should be given information about and offered a choice of all methods, including long-acting reversible contraception (LARC) methods.","Women requiring contraception should be given information about and offered a choice of all methods, including long-acting reversible contraception (LARC) methods.",Human,Not at all,Partially
realmedqa_547,How does motivational interviewing encourage positive change?,"For all people who misuse alcohol, carry out a motivational intervention as part of the initial assessment. The intervention should contain the key elements of motivational interviewing including: helping people to recognise problems or potential problems related to their drinking helping to resolve ambivalence and encourage positive change and belief in the ability to change adopting a persuasive and supportive rather than an argumentative and confrontational position.","For all people who misuse alcohol, carry out a motivational intervention as part of the initial assessment. The intervention should contain the key elements of motivational interviewing including: helping people to recognise problems or potential problems related to their drinking helping to resolve ambivalence and encourage positive change and belief in the ability to change adopting a persuasive and supportive rather than an argumentative and confrontational position.",Human,Partially,Partially
realmedqa_548,Are there any alternative methods for cleaning the meatus before inserting a catheter?,"For urethral catheterisation, the meatus should be cleaned before insertion of the catheter, in accordance with local guidelines/policy. [2003]","For urethral catheterisation, the meatus should be cleaned before insertion of the catheter, in accordance with local guidelines/policy. [2003]",Human,Not at all,Not at all
realmedqa_549,What should the attitude of staff towards service users be upon arrival at mental health services?,"On arrival at mental health services for assessment, service users should be greeted and engaged by reception and other staff in a warm, friendly, empathic, respectful and professional manner, anticipating possible distress.","On arrival at mental health services for assessment, service users should be greeted and engaged by reception and other staff in a warm, friendly, empathic, respectful and professional manner, anticipating possible distress.",Human,Not at all,Not at all
realmedqa_550,How long are the low-intensity interventions for managing generalised anxiety disorder?,"For people with generalised anxiety disorder that has not improved after psychoeducation and active monitoring, offer or refer for one of the following low-intensity interventions: individual non-facilitated self-help individual facilitated self-help psychoeducational groups.","For people with generalised anxiety disorder that has not improved after psychoeducation and active monitoring, offer or refer for one of the following low-intensity interventions: individual non-facilitated self-help individual facilitated self-help psychoeducational groups.",Human,Completely,Not at all
realmedqa_551,What happens if a service user taking disulfiram has a liver function impairment?,"Make sure that service users taking disulfiram: stay under supervision, at least every 2 weeks for the first 2 months, then monthly for the following 4 months if possible, have a family member or carer, who is properly informed about the use of disulfiram, oversee the administration of the drug are medically monitored at least every 6 months after the initial 6 months of treatment and monitoring.","Make sure that service users taking disulfiram: stay under supervision, at least every 2 weeks for the first 2 months, then monthly for the following 4 months if possible, have a family member or carer, who is properly informed about the use of disulfiram, oversee the administration of the drug are medically monitored at least every 6 months after the initial 6 months of treatment and monitoring.",Human,Partially,Not at all
realmedqa_552,What impact does liver transaminase levels have on statin therapy?,Do not routinely exclude from statin therapy people who have liver transaminase levels that are raised but are less than 3 times the upper limit of normal. [2008],Do not routinely exclude from statin therapy people who have liver transaminase levels that are raised but are less than 3 times the upper limit of normal. [2008],Human,Completely,Partially
realmedqa_553,Is regular toileting a treatment for bedwetting or a necessary part of existing treatment?,Advise parents or carers to encourage the child or young person to use the toilet to pass urine at regular intervals during the day and before sleep (typically between four and seven times in total). This should be continued alongside the chosen treatment for bedwetting.,Advise parents or carers to encourage the child or young person to use the toilet to pass urine at regular intervals during the day and before sleep (typically between four and seven times in total). This should be continued alongside the chosen treatment for bedwetting.,Human,Not at all,Not at all
realmedqa_554,4. What should health care professionals look for to detect social behavior changes in patients who are at risk of delirium?,"At presentation, assess people at risk for recent (within hours or days) changes or fluctuations that may indicate delirium. These may be reported by the person at risk, or a carer or relative. These changes may affect: cognitive function: for example, worsened concentration, slow responses, confusion perception: for example, visual or auditory hallucinations physical function: for example, reduced mobility, reduced movement, restlessness, agitation, changes in appetite, sleep disturbance social behaviour: for example, difficulty engaging with or following requests, withdrawal, or alterations in communication, mood and/or attitude.If any of these changes are present, the person should have an assessment (see","At presentation, assess people at risk for recent (within hours or days) changes or fluctuations that may indicate delirium. These may be reported by the person at risk, or a carer or relative. These changes may affect: cognitive function: for example, worsened concentration, slow responses, confusion perception: for example, visual or auditory hallucinations physical function: for example, reduced mobility, reduced movement, restlessness, agitation, changes in appetite, sleep disturbance social behaviour: for example, difficulty engaging with or following requests, withdrawal, or alterations in communication, mood and/or attitude.If any of these changes are present, the person should have an assessment (see",Human,Completely,Completely
realmedqa_555,Should people with a suspected allergy to non-selective NSAIDs inform their healthcare provider of their allergy?,"Explain to people with a suspected allergy to a non‑selective non‑steroidal anti‑inflammatory drug (NSAID) (and their family members or carers as appropriate) that in future they need to avoid all non‑selective NSAIDs, including over‑the‑counter preparations.","Explain to people with a suspected allergy to a non‑selective non‑steroidal anti‑inflammatory drug (NSAID) (and their family members or carers as appropriate) that in future they need to avoid all non‑selective NSAIDs, including over‑the‑counter preparations.",Human,Not at all,Not at all
realmedqa_556,How many days before LDL apheresis should warfarin be discontinued for FH patients?,People with FH who are taking warfarin should have this discontinued approximately 4 days before LDL apheresis and substituted with low molecular weight heparin. [2008],People with FH who are taking warfarin should have this discontinued approximately 4 days before LDL apheresis and substituted with low molecular weight heparin. [2008],Human,Completely,Completely
realmedqa_557,How can the care pathway for patients with MSCC be improved through prospective audit?,"Every cancer network should ensure that appropriate services are commissioned and in place for the efficient and effective diagnosis, treatment, rehabilitation and ongoing care of patients with MSCC. These services should be monitored regularly through prospective audit of the care pathway.","Every cancer network should ensure that appropriate services are commissioned and in place for the efficient and effective diagnosis, treatment, rehabilitation and ongoing care of patients with MSCC. These services should be monitored regularly through prospective audit of the care pathway.",Human,Not at all,Not at all
realmedqa_558,Can raloxifene be prescribed to postmenopausal women at high risk of breast cancer?,"For postmenopausal women at high risk of breast cancer who have severe osteoporosis or do not wish to take anastrozole: offer tamoxifen for 5 years if they have no history or increased risk of thromboembolic disease or endometrial cancer, or consider raloxifene for 5 years for women with a uterus if they have no history or increased risk of thromboembolic disease and do not wish to take tamoxifen.In March 2017 this was an off-label use of raloxifene. See NICE's information on prescribing medicines. [2017]","For postmenopausal women at high risk of breast cancer who have severe osteoporosis or do not wish to take anastrozole: offer tamoxifen for 5 years if they have no history or increased risk of thromboembolic disease or endometrial cancer, or consider raloxifene for 5 years for women with a uterus if they have no history or increased risk of thromboembolic disease and do not wish to take tamoxifen.In March 2017 this was an off-label use of raloxifene. See NICE's information on prescribing medicines. [2017]",Human,Completely,Partially
realmedqa_559,How does peginterferon alfa-2a compare to other treatments for HBV?,Consider stopping peginterferon alfa-2a 24 weeks after starting treatment if HBV DNA level has decreased by less than 2 log10,Consider stopping peginterferon alfa-2a 24 weeks after starting treatment if HBV DNA level has decreased by less than 2 log10,Human,Completely,Not at all
realmedqa_560,What is the maximum dose of renin-angiotensin system drugs for people with heart failure?,"Offer an angiotensin‑converting enzyme inhibitor (or angiotensin receptor blocker if there are intolerable side effects) and an aldosterone antagonist during hospital admission to people with acute heart failure and reduced left ventricular ejection fraction. If the angiotensin‑converting enzyme inhibitor (or angiotensin receptor blocker) is not tolerated an aldosterone antagonist should still be offered.In February 2016, the Medicines and Healthcare products Regulatory Agency (MHRA) published advice on the concomitant use of spironolactone and renin-angiotensin system drugs in heart failure concerning the risk of potentially fatal hyperkalaemia. See the MHRA advice for more information.","Offer an angiotensin‑converting enzyme inhibitor (or angiotensin receptor blocker if there are intolerable side effects) and an aldosterone antagonist during hospital admission to people with acute heart failure and reduced left ventricular ejection fraction. If the angiotensin‑converting enzyme inhibitor (or angiotensin receptor blocker) is not tolerated an aldosterone antagonist should still be offered.In February 2016, the Medicines and Healthcare products Regulatory Agency (MHRA) published advice on the concomitant use of spironolactone and renin-angiotensin system drugs in heart failure concerning the risk of potentially fatal hyperkalaemia. See the MHRA advice for more information.",Human,Completely,Not at all
realmedqa_561,How should the individual's preferences and values be taken into account when deciding whether to start statin therapy?,"The decision whether to start statin therapy should be made after an informed discussion between the clinician and the person about the risks and benefits of statin treatment, taking into account additional factors such as potential benefits from lifestyle modifications, informed patient preference, comorbidities, polypharmacy, general frailty and life expectancy. [2014]","The decision whether to start statin therapy should be made after an informed discussion between the clinician and the person about the risks and benefits of statin treatment, taking into account additional factors such as potential benefits from lifestyle modifications, informed patient preference, comorbidities, polypharmacy, general frailty and life expectancy. [2014]",Human,Not at all,Partially
realmedqa_562,What is the purpose of using ADOS-G in formal assessments?,"To aid more complex diagnosis and assessment for adults, consider using a formal assessment tool, such as: the following tools for people who do not have a learning disability: the Adult Asperger Assessment (AAA; includes the Autism-Spectrum Quotient [AQ] and the Empathy Quotient [EQ]) the Autism Diagnostic Interview – Revised (ADI-R) the Autism Diagnostic Observation Schedule – Generic (ADOS-G) the Asperger Syndrome (and high-functioning autism) Diagnostic Interview (ASDI) the Ritvo Autism Asperger Diagnostic Scale – Revised (RAADS-R) the following tools in particular for people with a learning disability: the ADOS-G the ADI-R.","To aid more complex diagnosis and assessment for adults, consider using a formal assessment tool, such as: the following tools for people who do not have a learning disability: the Adult Asperger Assessment (AAA; includes the Autism-Spectrum Quotient [AQ] and the Empathy Quotient [EQ]) the Autism Diagnostic Interview – Revised (ADI-R) the Autism Diagnostic Observation Schedule – Generic (ADOS-G) the Asperger Syndrome (and high-functioning autism) Diagnostic Interview (ASDI) the Ritvo Autism Asperger Diagnostic Scale – Revised (RAADS-R) the following tools in particular for people with a learning disability: the ADOS-G the ADI-R.",Human,Completely,Partially
realmedqa_563,Are there any common traits or medical conditions that are likely to affect the results of an EEG test?,for information about the use of electroencephalogram [EEG]).,for information about the use of electroencephalogram [EEG]).,Human,Completely,Not at all
realmedqa_564,What are the implications of failing to comply with hand decontamination guidelines?,Hand decontamination,Hand decontamination,Human,Not at all,Not at all
realmedqa_565,What types of structured treatment programs exist for opioid dependence?,"People who are opioid dependent and considering self-detoxification should be encouraged to seek detoxification in a structured treatment programme or, at a minimum, to maintain contact with a drug service.","People who are opioid dependent and considering self-detoxification should be encouraged to seek detoxification in a structured treatment programme or, at a minimum, to maintain contact with a drug service.",Human,Completely,Not at all
realmedqa_566,What are the possible benefits for these persons of obtaining specialised counsel and establishing collaborative working arrangements with drug abuse services?,"Consider seeking specialist advice and initiate joint working arrangements with specialist substance misuse services if the person's substance misuse:is difficult to control and/orleads to significant impairment of functioning, family breakdown or significant social disruption such as homelessness.","Consider seeking specialist advice and initiate joint working arrangements with specialist substance misuse services if the person's substance misuse:is difficult to control and/orleads to significant impairment of functioning, family breakdown or significant social disruption such as homelessness.",LLM,Completely,Completely
realmedqa_567,"3) Is the child or young person, as well as his or her parents or carers, willing and able to commit to a treatment programme? Do they have the required time and finances to devote to the treatment?","Discuss factors that might affect treatment and support needs, such as:sleeping arrangements (for example, does the child or young person have his or her own bed or bedroom)the impact of bedwetting on the child or young person and familywhether the child or young person and parents or carers have the necessary level of commitment, including time available, to engage in a treatment programme.","Discuss factors that might affect treatment and support needs, such as:sleeping arrangements (for example, does the child or young person have his or her own bed or bedroom)the impact of bedwetting on the child or young person and familywhether the child or young person and parents or carers have the necessary level of commitment, including time available, to engage in a treatment programme.",LLM,Completely,Partially
realmedqa_568,How frequently should risk assessments be performed on people suffering from mental illnesses?,Risk assessment and monitoring,Risk assessment and monitoring,LLM,Completely,Not at all
realmedqa_569,What information on the risks and advantages of using LARC outside of the terms of the UK Marketing Authorisation should be given to the woman?,Healthcare professionals should ensure that informed consent is obtained from the woman whenever any method of LARC is being used outside the terms of the UK Marketing Authorisation. This should be discussed and documented in the notes.,Healthcare professionals should ensure that informed consent is obtained from the woman whenever any method of LARC is being used outside the terms of the UK Marketing Authorisation. This should be discussed and documented in the notes.,LLM,Completely,Not at all
realmedqa_570,- in what setting should the Simon Broome criteria or the Dutch Lipid Clinic Network criteria be used to diagnose FH?,"Refer the person to an FH specialist service for DNA testing if they meet the Simon Broome criteria for possible or definite FH, or they have a DLCN score greater than 5. [2017]","Refer the person to an FH specialist service for DNA testing if they meet the Simon Broome criteria for possible or definite FH, or they have a DLCN score greater than 5. [2017]",LLM,Completely,Completely
realmedqa_571,4) What are the treatment options for patients with community-acquired pneumonia in different severity categories?,"Use clinical judgement in conjunction with the CRB65 score to inform decisions about whether patients need hospital assessment as follows:consider home‑based care for patients with a CRB65 score of 0consider hospital assessment for all other patients, particularly those with a CRB65 score of 2 or more.Severity assessment in hospital","Use clinical judgement in conjunction with the CRB65 score to inform decisions about whether patients need hospital assessment as follows:consider home‑based care for patients with a CRB65 score of 0consider hospital assessment for all other patients, particularly those with a CRB65 score of 2 or more.Severity assessment in hospital",LLM,Completely,Completely
realmedqa_572,- patients with which malignancies should be offered fluoroquinolone prophylaxis during chemotherapy?,"For adult patients (aged 18 years and older) with acute leukaemias, stem cell transplants or solid tumours in whom significant neutropenia (neutrophil count 0.5×109 per litre or lower) is an anticipated consequence of chemotherapy, offer prophylaxis with a fluoroquinolone[4] during the expected period of neutropenia only. Follow the MHRA safety advice on fluoroquinolone antibiotics.","For adult patients (aged 18 years and older) with acute leukaemias, stem cell transplants or solid tumours in whom significant neutropenia (neutrophil count 0.5×109 per litre or lower) is an anticipated consequence of chemotherapy, offer prophylaxis with a fluoroquinolone[4] during the expected period of neutropenia only. Follow the MHRA safety advice on fluoroquinolone antibiotics.",LLM,Completely,Completely
realmedqa_573,Can patients or caretakers examine some of the clinical observations for those receiving parenteral nutrition?,"People having oral nutrition support and/or enteral tube feeding in the community should be monitored by healthcare professionals with the relevant skills and training in nutritional monitoring. This group of people should be monitored every 3 to 6 months or more frequently if there is any change in their clinical condition. A limited number of observations and tests from table 1 should be performed. Some of the clinical observations may be checked by patients or carers. If clinical progress is satisfactory, laboratory tests are rarely needed.","People having oral nutrition support and/or enteral tube feeding in the community should be monitored by healthcare professionals with the relevant skills and training in nutritional monitoring. This group of people should be monitored every 3 to 6 months or more frequently if there is any change in their clinical condition. A limited number of observations and tests from table 1 should be performed. Some of the clinical observations may be checked by patients or carers. If clinical progress is satisfactory, laboratory tests are rarely needed.",LLM,Completely,Completely
